股票代码,股票名称,交易日期,开盘价,最高价,最低价,收盘价,前收盘价,成交量,成交额,流通市值,总市值
sh600002,齐鲁石化,2000/3/29,5.08,5.13,4.98,5.04,5.02,7210261,36283424,1764000000,9828000000
sh600002,齐鲁石化,2000/3/30,5.06,5.1,5.01,5.05,5.04,4487204,22647921,1767500000,9847500000
sh600002,齐鲁石化,2000/3/31,5.05,5.08,5,5,5.05,4582595,22992828,1750000000,9750000000
sh600002,齐鲁石化,2000/4/3,5.01,5.06,5,5.01,5,3703697,18607440,1753500000,9769500000
sh600002,齐鲁石化,2000/4/4,5,5.01,4.84,4.85,5.01,3374690,16486238,1697500000,9457500000
sh600002,齐鲁石化,2000/4/5,4.85,4.89,4.8,4.88,4.85,2249113,10899371,1708000000,9516000000
sh600002,齐鲁石化,2000/4/6,4.88,4.97,4.88,4.93,4.88,2557451,12600464,1725500000,9613500000
sh600002,齐鲁石化,2000/4/7,4.95,5.18,4.95,5.13,4.93,12393106,63373542,1795500000,10003500000
sh600002,齐鲁石化,2000/4/10,5.13,5.3,5.1,5.29,5.13,13933424,72883519,1851500000,10315500000
sh600002,齐鲁石化,2000/4/11,5.29,5.3,5.09,5.09,5.29,5793876,29980543,1781500000,9925500000
sh600002,齐鲁石化,2000/4/12,5.09,5.22,5.06,5.18,5.09,4706114,24167627,1813000000,10101000000
sh600002,齐鲁石化,2000/4/13,5.2,5.46,5.2,5.41,5.18,20119645,107930437,1893500000,10549500000
sh600002,齐鲁石化,2000/4/14,5.44,5.52,5.29,5.34,5.41,12487312,67414940,1869000000,10413000000
sh600002,齐鲁石化,2000/4/17,5.34,5.37,5.08,5.14,5.34,8574484,44504519,1799000000,10023000000
sh600002,齐鲁石化,2000/4/18,5.12,5.22,5.05,5.2,5.14,4458298,22895426,1820000000,10140000000
sh600002,齐鲁石化,2000/4/19,5.22,5.24,5.11,5.16,5.2,2623014,13513936,1806000000,10062000000
sh600002,齐鲁石化,2000/4/20,5.17,5.26,5.15,5.16,5.16,3446097,17876190,1806000000,10062000000
sh600002,齐鲁石化,2000/4/21,5.18,5.22,5.09,5.09,5.16,4389852,22535525,1781500000,9925500000
sh600002,齐鲁石化,2000/4/24,5.1,5.23,5.1,5.14,5.09,3512127,18076582,1799000000,10023000000
sh600002,齐鲁石化,2000/4/25,5.15,5.21,5.11,5.19,5.14,3006801,15505245,1816500000,10120500000
sh600002,齐鲁石化,2000/4/26,5.2,5.23,5.16,5.18,5.19,2807207,14548285,1813000000,10101000000
sh600002,齐鲁石化,2000/4/27,5.18,5.25,5.1,5.11,5.18,4356460,22591687,1788500000,9964500000
sh600002,齐鲁石化,2000/5/8,5.15,5.2,5.1,5.14,5.11,2317139,11885399,1799000000,10023000000
sh600002,齐鲁石化,2000/5/9,5.13,5.15,5.01,5.03,5.14,2560100,12940846,1760500000,9808500000
sh600002,齐鲁石化,2000/5/10,5.02,5.02,4.82,4.82,5.03,2917800,14251690,1687000000,9399000000
sh600002,齐鲁石化,2000/5/11,4.82,4.85,4.76,4.77,4.82,1947300,9336894,1669500000,9301500000
sh600002,齐鲁石化,2000/5/12,4.78,4.83,4.72,4.75,4.77,2017627,9635462,1662500000,9262500000
sh600002,齐鲁石化,2000/5/15,4.75,4.79,4.65,4.67,4.75,1395890,6538622,1634500000,9106500000
sh600002,齐鲁石化,2000/5/16,4.68,4.74,4.68,4.73,4.67,1204696,5669502,1655500000,9223500000
sh600002,齐鲁石化,2000/5/17,4.75,4.77,4.7,4.71,4.73,976550,4621411,1648500000,9184500000
sh600002,齐鲁石化,2000/5/18,4.72,4.89,4.72,4.87,4.71,2249098,10881155,1704500000,9496500000
sh600002,齐鲁石化,2000/5/19,4.89,4.89,4.8,4.88,4.87,1996266,9688046,1708000000,9516000000
sh600002,齐鲁石化,2000/5/22,4.9,4.99,4.88,4.93,4.88,2979757,14671858,1725500000,9613500000
sh600002,齐鲁石化,2000/5/23,4.94,5.07,4.93,5.04,4.93,3751234,18817951,1764000000,9828000000
sh600002,齐鲁石化,2000/5/24,5.04,5.08,4.97,5.02,5.04,3365700,16963949,1757000000,9789000000
sh600002,齐鲁石化,2000/5/25,5.03,5.1,5.02,5.08,5.02,3653871,18470815,1778000000,9906000000
sh600002,齐鲁石化,2000/5/26,5.09,5.28,5.06,5.16,5.08,6686574,34583160,1806000000,10062000000
sh600002,齐鲁石化,2000/5/29,5.16,5.55,5.15,5.39,5.16,16878383,90527355,1886500000,10510500000
sh600002,齐鲁石化,2000/5/30,5.41,5.5,5.19,5.23,5.39,13303027,71460856,1830500000,10198500000
sh600002,齐鲁石化,2000/5/31,5.2,5.35,5.15,5.32,5.23,6224815,32792394,1862000000,10374000000
sh600002,齐鲁石化,2000/6/1,5.36,5.45,5.33,5.4,5.32,8072982,43516460,1890000000,10530000000
sh600002,齐鲁石化,2000/6/2,5.45,5.68,5.43,5.61,5.4,24457999,135971929,1963500000,10939500000
sh600002,齐鲁石化,2000/6/5,5.65,5.86,5.3,5.56,5.61,30070796,171139334,1946000000,10842000000
sh600002,齐鲁石化,2000/6/6,5.55,5.6,5.35,5.56,5.56,11193400,61076044,1946000000,10842000000
sh600002,齐鲁石化,2000/6/7,5.6,5.68,5.39,5.45,5.56,6568929,36117104,1907500000,10627500000
sh600002,齐鲁石化,2000/6/8,5.45,5.46,5.3,5.35,5.45,9007929,48364387,1872500000,10432500000
sh600002,齐鲁石化,2000/6/9,5.35,5.5,5.28,5.4,5.35,8364644,45078871,1890000000,10530000000
sh600002,齐鲁石化,2000/6/12,5.38,5.49,5.22,5.45,5.4,5514961,29547340,1907500000,10627500000
sh600002,齐鲁石化,2000/6/13,5.49,5.5,5.39,5.47,5.45,4141763,22558085,1914500000,10666500000
sh600002,齐鲁石化,2000/6/14,5.47,5.65,5.47,5.55,5.47,12908218,72071319,1942500000,10822500000
sh600002,齐鲁石化,2000/6/15,5.55,5.6,5.5,5.53,5.55,5314855,29459498,1935500000,10783500000
sh600002,齐鲁石化,2000/6/16,5.55,5.57,5.35,5.38,5.53,6326705,34368194,1883000000,10491000000
sh600002,齐鲁石化,2000/6/19,5.36,5.4,5.31,5.35,5.38,3147100,16915369,1872500000,10432500000
sh600002,齐鲁石化,2000/6/20,5.35,5.42,5.28,5.41,5.35,3264193,17369459,1893500000,10549500000
sh600002,齐鲁石化,2000/6/21,5.41,5.46,5.35,5.39,5.41,2253510,12187023,1886500000,10510500000
sh600002,齐鲁石化,2000/6/22,5.4,5.6,5.39,5.56,5.39,7615542,41936537,1946000000,10842000000
sh600002,齐鲁石化,2000/6/23,5.57,5.68,5.52,5.6,5.56,12576727,70625355,1960000000,10920000000
sh600002,齐鲁石化,2000/6/26,5.65,5.75,5.6,5.75,5.6,10847171,61523263,2012500000,11212500000
sh600002,齐鲁石化,2000/6/27,5.78,6.27,5.75,6.11,5.75,56670278,342432488,2138500000,11914500000
sh600002,齐鲁石化,2000/6/28,6.11,6.14,5.85,5.96,6.11,29735384,179102934,2086000000,11622000000
sh600002,齐鲁石化,2000/6/29,5.9,6.02,5.8,6,5.96,14355771,84566034,2100000000,11700000000
sh600002,齐鲁石化,2000/6/30,6,6.05,5.81,5.91,6,8216661,48664336,2068500000,11524500000
sh600002,齐鲁石化,2000/7/3,5.81,5.85,5.61,5.65,5.91,10091812,57691327,1977500000,11017500000
sh600002,齐鲁石化,2000/7/4,5.61,5.78,5.6,5.76,5.65,4602280,26285250,2016000000,11232000000
sh600002,齐鲁石化,2000/7/5,5.76,5.88,5.73,5.79,5.76,4485455,26065061,2026500000,11290500000
sh600002,齐鲁石化,2000/7/6,5.76,5.79,5.68,5.71,5.79,3102400,17745678,1998500000,11134500000
sh600002,齐鲁石化,2000/7/7,5.71,6.28,5.7,6.28,5.71,56933029,355096938,2198000000,12246000000
sh600002,齐鲁石化,2000/7/10,6.55,6.58,6.39,6.44,6.28,73496836,476758397,2254000000,12558000000
sh600002,齐鲁石化,2000/7/11,6.5,7.08,6.5,6.84,6.44,60075357,408925189,2394000000,13338000000
sh600002,齐鲁石化,2000/7/12,6.85,7,6.7,6.91,6.84,29381675,201593974,2418500000,13474500000
sh600002,齐鲁石化,2000/7/13,6.91,6.96,6.66,6.68,6.91,23316441,157794457,2338000000,13026000000
sh600002,齐鲁石化,2000/7/14,6.68,7.24,6.5,7.03,6.68,38651907,268821559,2460500000,13708500000
sh600002,齐鲁石化,2000/7/17,7.03,7.17,6.83,6.89,7.03,23267742,162957124,2411500000,13435500000
sh600002,齐鲁石化,2000/7/18,6.84,6.88,6.71,6.8,6.89,11318512,76813654,2380000000,13260000000
sh600002,齐鲁石化,2000/7/19,6.8,6.9,6.72,6.76,6.8,6853147,46573245,2366000000,13182000000
sh600002,齐鲁石化,2000/7/20,6.76,6.9,6.75,6.8,6.76,7494197,51036091,2380000000,13260000000
sh600002,齐鲁石化,2000/7/21,6.8,6.84,6.7,6.74,6.8,5672769,38174029,2359000000,13143000000
sh600002,齐鲁石化,2000/7/24,6.74,6.75,6.56,6.62,6.74,7733740,51122617,2317000000,12909000000
sh600002,齐鲁石化,2000/7/25,6.61,6.76,6.52,6.65,6.62,4851217,32270804,2327500000,12967500000
sh600002,齐鲁石化,2000/7/26,6.65,6.78,6.65,6.74,6.65,5128539,34413742,2359000000,13143000000
sh600002,齐鲁石化,2000/7/27,6.74,6.94,6.67,6.7,6.74,7542111,51215662,2345000000,13065000000
sh600002,齐鲁石化,2000/7/28,6.69,6.7,6.6,6.63,6.7,5184118,34384404,2320500000,12928500000
sh600002,齐鲁石化,2000/7/31,6.62,6.62,6.52,6.55,6.63,7037865,46135996,2292500000,12772500000
sh600002,齐鲁石化,2000/8/1,6.56,6.72,6.56,6.65,6.55,3999854,26586790,2327500000,12967500000
sh600002,齐鲁石化,2000/8/2,6.65,6.8,6.65,6.78,6.65,6260222,42206523,2373000000,13221000000
sh600002,齐鲁石化,2000/8/3,6.78,6.88,6.68,6.79,6.78,8699638,59050285,2376500000,13240500000
sh600002,齐鲁石化,2000/8/4,6.8,6.84,6.6,6.63,6.79,6137556,40998697,2320500000,12928500000
sh600002,齐鲁石化,2000/8/7,6.6,6.66,6.52,6.65,6.63,4069232,26814348,2327500000,12967500000
sh600002,齐鲁石化,2000/8/8,6.65,6.72,6.57,6.61,6.65,4674646,30884526,2313500000,12889500000
sh600002,齐鲁石化,2000/8/9,6.59,6.61,6.55,6.57,6.61,5138771,33738142,2299500000,12811500000
sh600002,齐鲁石化,2000/8/10,6.57,6.6,6.38,6.4,6.57,12135168,78393353,2240000000,12480000000
sh600002,齐鲁石化,2000/8/11,6.4,6.48,6.3,6.38,6.4,7346367,46800926,2233000000,12441000000
sh600002,齐鲁石化,2000/8/14,6.36,6.55,6.3,6.49,6.38,7041421,44943042,2271500000,12655500000
sh600002,齐鲁石化,2000/8/15,6.5,6.52,6.35,6.38,6.49,3066489,19634408,2233000000,12441000000
sh600002,齐鲁石化,2000/8/16,6.39,6.44,6.35,6.4,6.38,3010773,19223084,2240000000,12480000000
sh600002,齐鲁石化,2000/8/17,6.42,6.55,6.42,6.5,6.4,4833787,31379427,2275000000,12675000000
sh600002,齐鲁石化,2000/8/18,6.52,6.52,5.99,6.38,6.5,2872852,18376251,2233000000,12441000000
sh600002,齐鲁石化,2000/8/21,6.38,6.54,6.38,6.49,6.38,5147213,33198211,2271500000,12655500000
sh600002,齐鲁石化,2000/8/22,6.5,6.55,6.33,6.35,6.49,4406543,28592645,2222500000,12382500000
sh600002,齐鲁石化,2000/8/23,6.28,6.4,5.96,6.22,6.35,10118976,62493022,2177000000,12129000000
sh600002,齐鲁石化,2000/8/24,6.22,6.28,6.15,6.2,6.22,4763811,29554092,2170000000,12090000000
sh600002,齐鲁石化,2000/8/25,6.21,6.25,6.15,6.19,6.2,3108693,19248121,2166500000,12070500000
sh600002,齐鲁石化,2000/8/28,6.2,6.2,6.1,6.19,6.19,5127481,31402186,2166500000,12070500000
sh600002,齐鲁石化,2000/8/29,6.19,6.28,6.13,6.24,6.19,2856963,17786176,2184000000,12168000000
sh600002,齐鲁石化,2000/8/30,6.25,6.28,6.12,6.13,6.24,2986490,18460813,2145500000,11953500000
sh600002,齐鲁石化,2000/8/31,6.1,6.1,5.9,5.92,6.13,5860176,35243692,2072000000,11544000000
sh600002,齐鲁石化,2000/9/1,5.85,5.94,5.78,5.78,5.92,4472468,26117099,2023000000,11271000000
sh600002,齐鲁石化,2000/9/4,5.75,5.78,5.61,5.69,5.78,3664443,20768273,1991500000,11095500000
sh600002,齐鲁石化,2000/9/5,5.7,5.79,5.59,5.61,5.69,2853993,16347706,1963500000,10939500000
sh600002,齐鲁石化,2000/9/6,5.58,5.61,5.34,5.37,5.61,3520743,19327925,1879500000,10471500000
sh600002,齐鲁石化,2000/9/7,5.37,5.53,5.36,5.5,5.37,2579008,14122219,1925000000,10725000000
sh600002,齐鲁石化,2000/9/8,5.52,5.57,5.5,5.54,5.5,2055108,11349679,1939000000,10803000000
sh600002,齐鲁石化,2000/9/11,5.55,5.58,5.47,5.51,5.54,1447689,7963155,1928500000,10744500000
sh600002,齐鲁石化,2000/9/12,5.54,5.69,5.51,5.68,5.51,2632024,14790114,1988000000,11076000000
sh600002,齐鲁石化,2000/9/13,5.69,6.16,5.62,6.01,5.68,12712397,76183744,2103500000,11719500000
sh600002,齐鲁石化,2000/9/14,6.02,6.04,5.76,5.81,6.01,4396444,25818911,2033500000,11329500000
sh600002,齐鲁石化,2000/9/15,5.79,5.8,5.65,5.72,5.81,2138498,12196776,2002000000,11154000000
sh600002,齐鲁石化,2000/9/18,5.72,5.89,5.68,5.68,5.72,1770060,10201817,1988000000,11076000000
sh600002,齐鲁石化,2000/9/19,5.68,5.75,5.51,5.58,5.68,2360169,13203850,1953000000,10881000000
sh600002,齐鲁石化,2000/9/22,5.55,5.59,5.46,5.49,5.58,1060849,5846897,1921500000,10705500000
sh600002,齐鲁石化,2000/9/25,5.48,5.54,5.43,5.43,5.49,1029161,5624445,1900500000,10588500000
sh600002,齐鲁石化,2000/9/26,5.43,5.5,5.43,5.49,5.43,809690,4426435,1921500000,10705500000
sh600002,齐鲁石化,2000/9/27,5.5,5.58,5.47,5.58,5.49,1147959,6336440,1953000000,10881000000
sh600002,齐鲁石化,2000/9/28,5.58,5.62,5.49,5.49,5.58,886141,4894725,1921500000,10705500000
sh600002,齐鲁石化,2000/9/29,5.48,5.54,5.47,5.51,5.49,1005206,5535848,1928500000,10744500000
sh600002,齐鲁石化,2000/10/9,5.5,5.55,5.42,5.54,5.51,1009722,5521208,1939000000,10803000000
sh600002,齐鲁石化,2000/10/10,5.56,5.66,5.56,5.66,5.54,1417177,7962181,1981000000,11037000000
sh600002,齐鲁石化,2000/10/11,5.65,5.72,5.6,5.69,5.66,1971563,11189021,1991500000,11095500000
sh600002,齐鲁石化,2000/10/12,5.68,5.71,5.54,5.71,5.69,1882958,10631746,1998500000,11134500000
sh600002,齐鲁石化,2000/10/13,5.7,5.78,5.63,5.72,5.71,1497255,8536955,2002000000,11154000000
sh600002,齐鲁石化,2000/10/16,5.72,5.73,5.61,5.72,5.72,1513534,8583717,2002000000,11154000000
sh600002,齐鲁石化,2000/10/17,5.7,5.79,5.64,5.75,5.72,1894229,10886195,2012500000,11212500000
sh600002,齐鲁石化,2000/10/18,5.75,5.81,5.73,5.75,5.75,1571136,9059844,2012500000,11212500000
sh600002,齐鲁石化,2000/10/19,5.66,5.74,5.6,5.67,5.75,1157992,6536348,1984500000,11056500000
sh600002,齐鲁石化,2000/10/20,5.67,5.69,5.56,5.67,5.67,1411045,7952824,1984500000,11056500000
sh600002,齐鲁石化,2000/10/23,5.67,5.75,5.62,5.73,5.67,2291734,13075271,2005500000,11173500000
sh600002,齐鲁石化,2000/10/24,5.75,5.77,5.65,5.69,5.73,1048840,5976381,1991500000,11095500000
sh600002,齐鲁石化,2000/10/25,5.68,5.77,5.65,5.72,5.69,2377032,13579231,2002000000,11154000000
sh600002,齐鲁石化,2000/10/26,5.75,5.76,5.6,5.62,5.72,1481115,8386236,1967000000,10959000000
sh600002,齐鲁石化,2000/10/27,5.62,5.7,5.6,5.63,5.62,1320385,7441294,1970500000,10978500000
sh600002,齐鲁石化,2000/10/30,5.63,5.77,5.56,5.7,5.63,2097407,11845311,1995000000,11115000000
sh600002,齐鲁石化,2000/10/31,5.71,5.85,5.65,5.7,5.7,2523530,14582175,1995000000,11115000000
sh600002,齐鲁石化,2000/11/1,5.7,5.91,5.64,5.9,5.7,2855075,16489104,2065000000,11505000000
sh600002,齐鲁石化,2000/11/2,5.95,6.15,5.88,5.93,5.9,14167392,85351941,2075500000,11563500000
sh600002,齐鲁石化,2000/11/3,5.9,5.98,5.82,5.9,5.93,2590730,15219674,2065000000,11505000000
sh600002,齐鲁石化,2000/11/6,5.9,6.05,5.9,5.95,5.9,2577193,15422924,2082500000,11602500000
sh600002,齐鲁石化,2000/11/7,5.96,6,5.85,5.88,5.95,1531541,9032541,2058000000,11466000000
sh600002,齐鲁石化,2000/11/8,5.91,5.93,5.83,5.87,5.88,1402832,8235239,2054500000,11446500000
sh600002,齐鲁石化,2000/11/9,5.9,5.96,5.84,5.93,5.87,2505370,14763487,2075500000,11563500000
sh600002,齐鲁石化,2000/11/10,5.93,6.04,5.86,6,5.93,3762817,22457661,2100000000,11700000000
sh600002,齐鲁石化,2000/11/13,6,6.05,5.92,6,6,3422317,20502923,2100000000,11700000000
sh600002,齐鲁石化,2000/11/14,6.01,6.02,5.91,5.97,6,2918396,17443277,2089500000,11641500000
sh600002,齐鲁石化,2000/11/15,5.99,6.14,5.98,6.08,5.97,6498665,39420975,2128000000,11856000000
sh600002,齐鲁石化,2000/11/16,6.1,6.14,6.01,6.09,6.08,3269876,19833790,2131500000,11875500000
sh600002,齐鲁石化,2000/11/17,6.09,6.13,6.05,6.05,6.09,3831966,23318907,2117500000,11797500000
sh600002,齐鲁石化,2000/11/20,6.06,6.06,5.91,5.99,6.05,2503187,14950516,2096500000,11680500000
sh600002,齐鲁石化,2000/11/21,6.01,6.07,5.97,5.99,5.99,2927322,17586213,2096500000,11680500000
sh600002,齐鲁石化,2000/11/22,6,6.26,5.95,6.23,5.99,10961039,67462810,2180500000,12148500000
sh600002,齐鲁石化,2000/11/23,6.3,6.59,6.3,6.48,6.23,33954649,219919181,2268000000,12636000000
sh600002,齐鲁石化,2000/11/24,6.49,6.52,6.1,6.18,6.48,11571604,73300902,2163000000,12051000000
sh600002,齐鲁石化,2000/11/27,6.16,6.24,6.11,6.21,6.18,5091510,31455647,2173500000,12109500000
sh600002,齐鲁石化,2000/11/28,6.24,6.32,6.24,6.3,6.21,3096340,19442551,2205000000,12285000000
sh600002,齐鲁石化,2000/11/29,6.3,6.31,6.16,6.2,6.3,2949178,18294142,2170000000,12090000000
sh600002,齐鲁石化,2000/11/30,6.2,6.27,6.18,6.26,6.2,2011550,12494124,2191000000,12207000000
sh600002,齐鲁石化,2000/12/1,6.26,6.28,6.2,6.23,6.26,1652273,10280249,2180500000,12148500000
sh600002,齐鲁石化,2000/12/4,6.23,6.25,6.16,6.2,6.23,2209235,13674053,2170000000,12090000000
sh600002,齐鲁石化,2000/12/5,6.2,6.25,6.17,6.18,6.2,1992950,12352058,2163000000,12051000000
sh600002,齐鲁石化,2000/12/6,6.19,6.2,6.08,6.09,6.18,2752795,16838049,2131500000,11875500000
sh600002,齐鲁石化,2000/12/7,6.08,6.11,6.01,6.06,6.09,2514973,15215305,2121000000,11817000000
sh600002,齐鲁石化,2000/12/8,6.06,6.13,6.01,6.08,6.06,1761796,10710872,2128000000,11856000000
sh600002,齐鲁石化,2000/12/11,6.03,6.05,5.95,5.99,6.08,2261037,13551161,2096500000,11680500000
sh600002,齐鲁石化,2000/12/12,5.99,6.05,5.95,5.97,5.99,1952910,11680714,2089500000,11641500000
sh600002,齐鲁石化,2000/12/13,5.97,6.03,5.9,5.99,5.97,1598229,9510106,2096500000,11680500000
sh600002,齐鲁石化,2000/12/14,5.99,6.08,5.95,5.99,5.99,1292154,7749499,2096500000,11680500000
sh600002,齐鲁石化,2000/12/15,5.98,6,5.88,5.89,5.99,1134600,6730116,2061500000,11485500000
sh600002,齐鲁石化,2000/12/18,5.86,6.01,5.85,5.99,5.89,1477866,8745404,2096500000,11680500000
sh600002,齐鲁石化,2000/12/19,5.99,6.04,5.94,6,5.99,1354621,8129239,2100000000,11700000000
sh600002,齐鲁石化,2000/12/20,6.02,6.02,5.98,6.02,6,1531340,9186606,2107000000,11739000000
sh600002,齐鲁石化,2000/12/21,6.02,6.07,5.93,6.02,6.02,1904627,11440841,2107000000,11739000000
sh600002,齐鲁石化,2000/12/22,5.96,6.05,5.91,5.97,6.02,1241805,7401410,2089500000,11641500000
sh600002,齐鲁石化,2000/12/25,5.96,6.1,5.86,5.96,5.97,1280415,7641631,2086000000,11622000000
sh600002,齐鲁石化,2000/12/26,5.95,6.1,5.93,5.99,5.96,1163410,7001288,2096500000,11680500000
sh600002,齐鲁石化,2000/12/27,6,6.1,5.95,6.02,5.99,1553806,9332888,2107000000,11739000000
sh600002,齐鲁石化,2000/12/28,6.03,6.13,5.98,6.09,6.02,2142208,12999913,2131500000,11875500000
sh600002,齐鲁石化,2000/12/29,6.1,6.16,6.08,6.1,6.09,1409600,8622800,2135000000,11895000000
sh600002,齐鲁石化,2001/1/2,6.1,6.22,6.1,6.18,6.1,1913171,11786109,2163000000,12051000000
sh600002,齐鲁石化,2001/1/3,6.2,6.29,6.16,6.22,6.18,2946430,18337583,2177000000,12129000000
sh600002,齐鲁石化,2001/1/4,6.23,6.26,6.15,6.23,6.22,2686960,16688563,2180500000,12148500000
sh600002,齐鲁石化,2001/1/5,6.23,6.29,6.19,6.25,6.23,2411338,15059564,2187500000,12187500000
sh600002,齐鲁石化,2001/1/8,6.28,6.43,6.27,6.36,6.25,7123522,45307163,2226000000,12402000000
sh600002,齐鲁石化,2001/1/9,6.38,6.46,6.3,6.39,6.36,5483411,35101598,2236500000,12460500000
sh600002,齐鲁石化,2001/1/10,6.4,6.43,6.37,6.39,6.39,4073323,26054262,2236500000,12460500000
sh600002,齐鲁石化,2001/1/11,6.39,6.5,6.39,6.45,6.39,6410798,41374918,2257500000,12577500000
sh600002,齐鲁石化,2001/1/12,6.46,6.57,6.46,6.5,6.45,9648396,62955447,2275000000,12675000000
sh600002,齐鲁石化,2001/1/15,6.52,6.55,6.17,6.18,6.5,6871515,43500017,2163000000,12051000000
sh600002,齐鲁石化,2001/1/16,6.18,6.44,6.14,6.42,6.18,6339543,40056671,2247000000,12519000000
sh600002,齐鲁石化,2001/1/17,6.44,6.48,6.38,6.4,6.42,4675742,30062122,2240000000,12480000000
sh600002,齐鲁石化,2001/1/18,6.42,6.48,6.38,6.39,6.4,3004007,19274304,2236500000,12460500000
sh600002,齐鲁石化,2001/1/19,6.39,6.45,6.39,6.4,6.39,3649946,23448178,2240000000,12480000000
sh600002,齐鲁石化,2001/2/5,6.42,6.47,6.3,6.32,6.4,2869000,18361085,2212000000,12324000000
sh600002,齐鲁石化,2001/2/6,6.3,6.31,6.1,6.25,6.32,3079930,19149398,2187500000,12187500000
sh600002,齐鲁石化,2001/2/7,6.28,6.43,6.24,6.35,6.25,3094982,19714809,2222500000,12382500000
sh600002,齐鲁石化,2001/2/8,6.37,6.44,6.16,6.22,6.35,2843803,17833157,2177000000,12129000000
sh600002,齐鲁石化,2001/2/9,6.25,6.35,6.2,6.25,6.22,1474120,9233200,2187500000,12187500000
sh600002,齐鲁石化,2001/2/12,6.26,6.31,6.18,6.3,6.25,1417992,8862085,2205000000,12285000000
sh600002,齐鲁石化,2001/2/13,6.31,6.35,6.21,6.23,6.3,1388300,8700032,2180500000,12148500000
sh600002,齐鲁石化,2001/2/14,6.23,6.27,6.18,6.21,6.23,1477887,9178924,2173500000,12109500000
sh600002,齐鲁石化,2001/2/15,6.23,6.26,6.15,6.15,6.21,1476700,9131820,2152500000,11992500000
sh600002,齐鲁石化,2001/2/16,6.13,6.13,6,6.1,6.15,2686639,16259562,2135000000,11895000000
sh600002,齐鲁石化,2001/2/19,6.1,6.17,6.05,6.16,6.1,940160,5744571,2156000000,12012000000
sh600002,齐鲁石化,2001/2/20,6.16,6.21,6.09,6.11,6.16,1110740,6817087,2138500000,11914500000
sh600002,齐鲁石化,2001/2/21,6.11,6.12,6,6.04,6.11,1715254,10354226,2114000000,11778000000
sh600002,齐鲁石化,2001/2/22,6,6.06,5.98,6.01,6.04,1047500,6309683,2103500000,11719500000
sh600002,齐鲁石化,2001/2/23,6.01,6.18,6,6.14,6.01,1223227,7427756,2149000000,11973000000
sh600002,齐鲁石化,2001/2/26,6.14,6.19,6.1,6.17,6.14,1097452,6755986,2159500000,12031500000
sh600002,齐鲁石化,2001/2/27,6.18,6.18,6.1,6.13,6.17,1034349,6345675,2145500000,11953500000
sh600002,齐鲁石化,2001/2/28,6.15,6.17,6.09,6.11,6.13,900640,5505045,2138500000,11914500000
sh600002,齐鲁石化,2001/3/1,6.11,6.17,6.08,6.16,6.11,1273484,7786900,2156000000,12012000000
sh600002,齐鲁石化,2001/3/2,6.19,6.21,6.16,6.19,6.16,1358508,8411443,2166500000,12070500000
sh600002,齐鲁石化,2001/3/5,6.2,6.22,6.17,6.21,6.19,1241161,7687321,2173500000,12109500000
sh600002,齐鲁石化,2001/3/6,6.21,6.22,6.17,6.22,6.21,1180269,7316060,2177000000,12129000000
sh600002,齐鲁石化,2001/3/7,6.22,6.23,6.18,6.2,6.22,1387914,8611584,2170000000,12090000000
sh600002,齐鲁石化,2001/3/8,6.21,6.21,6.15,6.16,6.2,1140724,7032369,2156000000,12012000000
sh600002,齐鲁石化,2001/3/9,6.16,6.17,6.1,6.12,6.16,1749639,10707721,2142000000,11934000000
sh600002,齐鲁石化,2001/3/12,6.15,6.2,6.08,6.18,6.12,1789120,10981181,2163000000,12051000000
sh600002,齐鲁石化,2001/3/13,6.18,6.19,6.11,6.12,6.18,800339,4914398,2142000000,11934000000
sh600002,齐鲁石化,2001/3/14,6.11,6.16,6.08,6.13,6.12,1381706,8445429,2145500000,11953500000
sh600002,齐鲁石化,2001/3/15,6.13,6.18,6.12,6.12,6.13,993960,6102102,2142000000,11934000000
sh600002,齐鲁石化,2001/3/16,6.13,6.24,6.12,6.19,6.12,1754064,10839722,2166500000,12070500000
sh600002,齐鲁石化,2001/3/19,6.19,6.28,6.19,6.28,6.19,2206180,13794035,2198000000,12246000000
sh600002,齐鲁石化,2001/3/20,6.3,6.3,6.23,6.26,6.28,1657642,10384511,2191000000,12207000000
sh600002,齐鲁石化,2001/3/21,6.28,6.31,6.23,6.3,6.26,3126154,19660244,2205000000,12285000000
sh600002,齐鲁石化,2001/3/22,6.3,6.43,6.3,6.33,6.3,4152923,26372819,2215500000,12343500000
sh600002,齐鲁石化,2001/3/23,6.35,6.43,6.28,6.3,6.33,4742692,30169173,2205000000,12285000000
sh600002,齐鲁石化,2001/3/26,6.29,6.47,6.26,6.44,6.3,5176946,33171181,2254000000,12558000000
sh600002,齐鲁石化,2001/3/27,6.46,6.47,6.39,6.43,6.44,3478242,22366282,2250500000,12538500000
sh600002,齐鲁石化,2001/3/28,6.45,6.46,6.36,6.4,6.43,2091999,13380947,2240000000,12480000000
sh600002,齐鲁石化,2001/3/29,6.4,6.42,6.33,6.35,6.4,1999250,12734799,2222500000,12382500000
sh600002,齐鲁石化,2001/3/30,6.35,6.4,6.34,6.36,6.35,1768879,11246910,2226000000,12402000000
sh600002,齐鲁石化,2001/4/2,6.36,6.43,6.35,6.39,6.36,3115429,19928811,2236500000,12460500000
sh600002,齐鲁石化,2001/4/3,6.4,6.47,6.38,6.42,6.39,3144068,20189235,2247000000,12519000000
