code,tradeStatus,code_name,date,codenumber
sz.000428,1,华天酒店,2023-09-21,000428
sz.000429,1,粤高速A,2023-09-21,000429
sz.000430,1,张家界,2023-09-21,000430
sz.000488,1,晨鸣纸业,2023-09-21,000488
sz.000498,1,山东路桥,2023-09-21,000498
sz.000501,1,武商集团,2023-09-21,000501
sz.000503,1,国新健康,2023-09-21,000503
sz.000504,1,南华生物,2023-09-21,000504
sz.000505,1,京粮控股,2023-09-21,000505
sz.000506,1,中润资源,2023-09-21,000506
sz.000507,1,珠海港,2023-09-21,000507
sz.000509,1,华塑控股,2023-09-21,000509
sz.000510,1,新金路,2023-09-21,000510
sz.000513,1,丽珠集团,2023-09-21,000513
sz.000514,1,渝开发,2023-09-21,000514
sz.000516,1,国际医学,2023-09-21,000516
sz.000517,1,荣安地产,2023-09-21,000517
sz.000518,1,四环生物,2023-09-21,000518
sz.000519,1,中兵红箭,2023-09-21,000519
sz.000520,1,长航凤凰,2023-09-21,000520
sz.000521,1,长虹美菱,2023-09-21,000521
sz.000523,1,广州浪奇,2023-09-21,000523
sz.000524,1,岭南控股,2023-09-21,000524
sz.000525,1,ST红太阳,2023-09-21,000525
sz.000526,1,学大教育,2023-09-21,000526
sz.000528,1,柳工,2023-09-21,000528
sz.000529,1,广弘控股,2023-09-21,000529
sz.000530,1,冰山冷热,2023-09-21,000530
sz.000531,1,穗恒运A,2023-09-21,000531
sz.000532,1,华金资本,2023-09-21,000532
sz.000533,1,顺钠股份,2023-09-21,000533
sz.000534,1,万泽股份,2023-09-21,000534
sz.000536,1,华映科技,2023-09-21,000536
sz.000537,1,广宇发展,2023-09-21,000537
sz.000538,1,云南白药,2023-09-21,000538
sz.000539,1,粤电力A,2023-09-21,000539
sz.000541,1,佛山照明,2023-09-21,000541
sz.000543,1,皖能电力,2023-09-21,000543
sz.000544,1,中原环保,2023-09-21,000544
sz.000545,1,金浦钛业,2023-09-21,000545
sz.000546,1,金圆股份,2023-09-21,000546
sz.000547,1,航天发展,2023-09-21,000547
sz.000548,1,湖南投资,2023-09-21,000548
sz.000550,1,江铃汽车,2023-09-21,000550
sz.000551,1,创元科技,2023-09-21,000551
sz.000552,1,靖远煤电,2023-09-21,000552
sz.000553,1,安道麦A,2023-09-21,000553
sz.000554,1,泰山石油,2023-09-21,000554
sz.000555,1,神州信息,2023-09-21,000555
sz.000557,1,西部创业,2023-09-21,000557
sz.000558,1,莱茵体育,2023-09-21,000558
sz.000559,1,万向钱潮,2023-09-21,000559
sz.000560,1,我爱我家,2023-09-21,000560
sz.000561,1,烽火电子,2023-09-21,000561
sz.000563,1,陕国投A,2023-09-21,000563
sz.000564,1,ST大集,2023-09-21,000564
sz.000565,1,渝三峡A,2023-09-21,000565
sz.000566,1,海南海药,2023-09-21,000566
sz.000567,1,海德股份,2023-09-21,000567
sz.000568,1,泸州老窖,2023-09-21,000568
sz.000570,1,苏常柴A,2023-09-21,000570
sz.000571,1,ST大洲,2023-09-21,000571
sz.000572,1,海马汽车,2023-09-21,000572
sz.000573,1,粤宏远A,2023-09-21,000573
sz.000576,1,甘化科工,2023-09-21,000576
sz.000581,1,威孚高科,2023-09-21,000581
sz.000582,1,北部湾港,2023-09-21,000582
sz.000584,1,哈工智能,2023-09-21,000584
sz.000586,1,汇源通信,2023-09-21,000586
sz.000589,1,贵州轮胎,2023-09-21,000589
sz.000590,1,启迪药业,2023-09-21,000590
sz.000591,1,太阳能,2023-09-21,000591
sz.000592,1,平潭发展,2023-09-21,000592
sz.000593,1,德龙汇能,2023-09-21,000593
sz.000595,1,宝塔实业,2023-09-21,000595
sz.000596,1,古井贡酒,2023-09-21,000596
sz.000597,1,东北制药,2023-09-21,000597
sz.000598,1,兴蓉环境,2023-09-21,000598
sz.000599,1,青岛双星,2023-09-21,000599
sz.000600,1,建投能源,2023-09-21,000600
sz.000601,1,韶能股份,2023-09-21,000601
sz.000603,1,盛达资源,2023-09-21,000603
sz.000605,1,渤海股份,2023-09-21,000605
sz.000607,1,华媒控股,2023-09-21,000607
sz.000608,1,阳光股份,2023-09-21,000608
sz.000609,1,中迪投资,2023-09-21,000609
sz.000610,1,西安旅游,2023-09-21,000610
sz.000612,1,焦作万方,2023-09-21,000612
sz.000615,1,奥园美谷,2023-09-21,000615
sz.000617,1,中油资本,2023-09-21,000617
sz.000619,1,海螺新材,2023-09-21,000619
sz.000620,1,新华联,2023-09-21,000620
sz.000622,1,恒立实业,2023-09-21,000622
sz.000623,1,吉林敖东,2023-09-21,000623
sz.000625,1,长安汽车,2023-09-21,000625
sz.000626,1,远大控股,2023-09-21,000626
sz.000627,1,天茂集团,2023-09-21,000627
sz.000628,1,高新发展,2023-09-21,000628
sz.000629,1,钒钛股份,2023-09-21,000629
sz.000630,1,铜陵有色,2023-09-21,000630
sz.000631,1,顺发恒业,2023-09-21,000631
sz.000632,1,三木集团,2023-09-21,000632
sz.000633,1,合金投资,2023-09-21,000633
sz.000635,1,英力特,2023-09-21,000635
sz.000636,1,风华高科,2023-09-21,000636
sz.000637,1,茂化实华,2023-09-21,000637
sz.000638,1,万方发展,2023-09-21,000638
sz.000639,1,西王食品,2023-09-21,000639
sz.000650,1,仁和药业,2023-09-21,000650
sz.000651,1,格力电器,2023-09-21,000651
sz.000652,1,泰达股份,2023-09-21,000652
sz.000655,1,金岭矿业,2023-09-21,000655
sz.000656,1,金科股份,2023-09-21,000656
sz.000657,1,中钨高新,2023-09-21,000657
sz.000659,1,珠海中富,2023-09-21,000659
sz.000661,1,长春高新,2023-09-21,000661
sz.000663,1,永安林业,2023-09-21,000663
sz.000665,1,湖北广电,2023-09-21,000665
sz.000666,0,经纬纺机,2023-09-21,000666
sz.000668,1,荣丰控股,2023-09-21,000668
sz.000669,1,ST金鸿,2023-09-21,000669
sz.000670,1,盈方微,2023-09-21,000670
sz.000672,1,上峰水泥,2023-09-21,000672
sz.000676,1,智度股份,2023-09-21,000676
sz.000677,1,恒天海龙,2023-09-21,000677
sz.000678,1,襄阳轴承,2023-09-21,000678
sz.000679,1,大连友谊,2023-09-21,000679
sz.000680,1,山推股份,2023-09-21,000680
sz.000681,1,视觉中国,2023-09-21,000681
sz.000682,1,东方电子,2023-09-21,000682
sz.000683,1,远兴能源,2023-09-21,000683
sz.000685,1,中山公用,2023-09-21,000685
sz.000686,1,东北证券,2023-09-21,000686
sz.000688,1,国城矿业,2023-09-21,000688
sz.000690,1,宝新能源,2023-09-21,000690
sz.000691,1,亚太实业,2023-09-21,000691
sz.000692,1,惠天热电,2023-09-21,000692
sz.000695,1,滨海能源,2023-09-21,000695
sz.000697,1,炼石航空,2023-09-21,000697
sz.000698,1,沈阳化工,2023-09-21,000698
sz.000700,1,模塑科技,2023-09-21,000700
sz.000701,1,厦门信达,2023-09-21,000701
sz.000702,1,正虹科技,2023-09-21,000702
sz.000703,1,恒逸石化,2023-09-21,000703
sz.000705,1,浙江震元,2023-09-21,000705
sz.000707,1,双环科技,2023-09-21,000707
sz.000708,1,中信特钢,2023-09-21,000708
sz.000709,1,河钢股份,2023-09-21,000709
sz.000710,1,贝瑞基因,2023-09-21,000710
sz.000711,1,京蓝科技,2023-09-21,000711
sz.000712,1,锦龙股份,2023-09-21,000712
sz.000713,1,丰乐种业,2023-09-21,000713
sz.000715,1,中兴商业,2023-09-21,000715
sz.000716,1,黑芝麻,2023-09-21,000716
sz.000717,1,中南股份,2023-09-21,000717
sz.000718,1,苏宁环球,2023-09-21,000718
sz.000719,1,中原传媒,2023-09-21,000719
sz.000720,1,新能泰山,2023-09-21,000720
sz.000721,1,西安饮食,2023-09-21,000721
sz.000722,1,湖南发展,2023-09-21,000722
sz.000723,1,美锦能源,2023-09-21,000723
sz.000725,1,京东方A,2023-09-21,000725
sz.000726,1,鲁泰A,2023-09-21,000726
sz.000727,1,冠捷科技,2023-09-21,000727
sz.000728,1,国元证券,2023-09-21,000728
sz.000729,1,燕京啤酒,2023-09-21,000729
sz.000731,1,四川美丰,2023-09-21,000731
sz.000733,1,振华科技,2023-09-21,000733
sz.000735,1,罗牛山,2023-09-21,000735
sz.000736,1,中交地产,2023-09-21,000736
sz.000737,1,北方铜业,2023-09-21,000737
sz.000738,1,航发控制,2023-09-21,000738
sz.000739,1,普洛药业,2023-09-21,000739
sz.000750,1,国海证券,2023-09-21,000750
sz.000751,1,锌业股份,2023-09-21,000751
sz.000752,1,*ST西发,2023-09-21,000752
sz.000753,1,漳州发展,2023-09-21,000753
sz.000755,1,山西路桥,2023-09-21,000755
sz.000756,1,新华制药,2023-09-21,000756
sz.000757,1,浩物股份,2023-09-21,000757
sz.000758,1,中色股份,2023-09-21,000758
sz.000759,1,中百集团,2023-09-21,000759
sz.000761,1,本钢板材,2023-09-21,000761
sz.000762,1,西藏矿业,2023-09-21,000762
sz.000766,1,通化金马,2023-09-21,000766
sz.000767,1,晋控电力,2023-09-21,000767
sz.000768,1,中航西飞,2023-09-21,000768
sz.000776,1,广发证券,2023-09-21,000776
sz.000777,1,中核科技,2023-09-21,000777
sz.000778,1,新兴铸管,2023-09-21,000778
sz.000779,1,甘咨询,2023-09-21,000779
sz.000782,1,美达股份,2023-09-21,000782
sz.000783,1,长江证券,2023-09-21,000783
sz.000785,1,居然之家,2023-09-21,000785
sz.000786,1,北新建材,2023-09-21,000786
sz.000788,1,北大医药,2023-09-21,000788
sz.000789,1,万年青,2023-09-21,000789
sz.000790,1,华神科技,2023-09-21,000790
sz.000791,1,甘肃能源,2023-09-21,000791
sz.000792,1,盐湖股份,2023-09-21,000792
sz.000793,1,华闻集团,2023-09-21,000793
sz.000795,1,英洛华,2023-09-21,000795
sz.000796,1,ST凯撒,2023-09-21,000796
sz.000797,1,中国武夷,2023-09-21,000797
sz.000798,1,中水渔业,2023-09-21,000798
sz.000799,1,酒鬼酒,2023-09-21,000799
sz.000800,1,一汽解放,2023-09-21,000800
sz.000801,1,四川九洲,2023-09-21,000801
sz.000802,1,北京文化,2023-09-21,000802
sz.000803,1,山高环能,2023-09-21,000803
sz.000807,1,云铝股份,2023-09-21,000807
sz.000809,1,ST新城,2023-09-21,000809
sz.000810,1,创维数字,2023-09-21,000810
sz.000811,1,冰轮环境,2023-09-21,000811
sz.000812,1,陕西金叶,2023-09-21,000812
sz.000813,1,德展健康,2023-09-21,000813
sz.000815,1,美利云,2023-09-21,000815
sz.000816,1,智慧农业,2023-09-21,000816
sz.000818,1,航锦科技,2023-09-21,000818
sz.000819,1,岳阳兴长,2023-09-21,000819
sz.000820,1,神雾节能,2023-09-21,000820
sz.000821,1,京山轻机,2023-09-21,000821
sz.000822,1,山东海化,2023-09-21,000822
sz.000823,1,超声电子,2023-09-21,000823
sz.000825,1,太钢不锈,2023-09-21,000825
sz.000826,1,启迪环境,2023-09-21,000826
sz.000828,1,东莞控股,2023-09-21,000828
sz.000829,1,天音控股,2023-09-21,000829
sz.000830,1,鲁西化工,2023-09-21,000830
sz.000831,1,中国稀土,2023-09-21,000831
sz.000833,1,粤桂股份,2023-09-21,000833
sz.000836,1,富通信息,2023-09-21,000836
sz.000837,1,秦川机床,2023-09-21,000837
sz.000838,1,财信发展,2023-09-21,000838
sz.000839,1,ST国安,2023-09-21,000839
sz.000848,1,承德露露,2023-09-21,000848
sz.000850,1,华茂股份,2023-09-21,000850
sz.000851,1,高鸿股份,2023-09-21,000851
sz.000852,1,石化机械,2023-09-21,000852
sz.000856,1,冀东装备,2023-09-21,000856
sz.000858,1,五粮液,2023-09-21,000858
sz.000859,1,国风新材,2023-09-21,000859
sz.000860,1,顺鑫农业,2023-09-21,000860
sz.000861,1,海印股份,2023-09-21,000861
sz.000862,1,银星能源,2023-09-21,000862
sz.000863,1,三湘印象,2023-09-21,000863
sz.000868,1,安凯客车,2023-09-21,000868
sz.000869,1,张裕A,2023-09-21,000869
sz.000875,1,吉电股份,2023-09-21,000875
sz.000876,1,新希望,2023-09-21,000876
sz.000877,1,天山股份,2023-09-21,000877
sz.000878,1,云南铜业,2023-09-21,000878
sz.000880,1,潍柴重机,2023-09-21,000880
sz.000881,1,中广核技,2023-09-21,000881
sz.000882,1,华联股份,2023-09-21,000882
sz.000883,1,湖北能源,2023-09-21,000883
sz.000885,1,城发环境,2023-09-21,000885
sz.000886,1,海南高速,2023-09-21,000886
sz.000887,1,中鼎股份,2023-09-21,000887
sz.000888,1,峨眉山A,2023-09-21,000888
sz.000889,1,ST中嘉,2023-09-21,000889
sz.000890,1,法尔胜,2023-09-21,000890
sz.000892,1,欢瑞世纪,2023-09-21,000892
sz.000893,1,亚钾国际,2023-09-21,000893
sz.000895,1,双汇发展,2023-09-21,000895
sz.000897,1,津滨发展,2023-09-21,000897
sz.000898,1,鞍钢股份,2023-09-21,000898
sz.000899,1,赣能股份,2023-09-21,000899
sz.000900,1,现代投资,2023-09-21,000900
sz.000901,1,航天科技,2023-09-21,000901
sz.000902,1,新洋丰,2023-09-21,000902
sz.000903,1,云内动力,2023-09-21,000903
sz.000905,1,厦门港务,2023-09-21,000905
sz.000906,1,浙商中拓,2023-09-21,000906
sz.000908,1,景峰医药,2023-09-21,000908
sz.000909,1,数源科技,2023-09-21,000909
sz.000910,1,大亚圣象,2023-09-21,000910
sz.000911,1,南宁糖业,2023-09-21,000911
sz.000912,1,泸天化,2023-09-21,000912
sz.000913,1,钱江摩托,2023-09-21,000913
sz.000915,1,华特达因,2023-09-21,000915
sz.000917,1,电广传媒,2023-09-21,000917
sz.000919,1,金陵药业,2023-09-21,000919
sz.000920,1,沃顿科技,2023-09-21,000920
sz.000921,1,海信家电,2023-09-21,000921
sz.000922,1,佳电股份,2023-09-21,000922
sz.000923,1,河钢资源,2023-09-21,000923
sz.000925,1,众合科技,2023-09-21,000925
sz.000926,1,福星股份,2023-09-21,000926
sz.000927,1,中国铁物,2023-09-21,000927
sz.000928,1,中钢国际,2023-09-21,000928
sz.000929,1,兰州黄河,2023-09-21,000929
sz.000930,1,中粮科技,2023-09-21,000930
sz.000931,1,中关村,2023-09-21,000931
sz.000932,1,华菱钢铁,2023-09-21,000932
sz.000933,1,神火股份,2023-09-21,000933
sz.000935,1,四川双马,2023-09-21,000935
sz.000936,1,华西股份,2023-09-21,000936
sz.000937,1,冀中能源,2023-09-21,000937
sz.000938,1,紫光股份,2023-09-21,000938
sz.000948,1,南天信息,2023-09-21,000948
sz.000949,1,新乡化纤,2023-09-21,000949
sz.000950,1,重药控股,2023-09-21,000950
sz.000951,1,中国重汽,2023-09-21,000951
sz.000952,1,广济药业,2023-09-21,000952
sz.000953,1,河化股份,2023-09-21,000953
sz.000955,1,欣龙控股,2023-09-21,000955
sz.000957,1,中通客车,2023-09-21,000957
sz.000958,1,电投产融,2023-09-21,000958
sz.000959,1,首钢股份,2023-09-21,000959
sz.000960,1,锡业股份,2023-09-21,000960
sz.000961,1,中南建设,2023-09-21,000961
sz.000962,1,东方钽业,2023-09-21,000962
sz.000963,1,华东医药,2023-09-21,000963
sz.000965,1,天保基建,2023-09-21,000965
sz.000966,1,长源电力,2023-09-21,000966
sz.000967,1,盈峰环境,2023-09-21,000967
sz.000968,1,蓝焰控股,2023-09-21,000968
sz.000969,1,安泰科技,2023-09-21,000969
sz.000970,1,中科三环,2023-09-21,000970
sz.000971,1,ST高升,2023-09-21,000971
sz.000972,1,ST中基,2023-09-21,000972
sz.000973,1,佛塑科技,2023-09-21,000973
sz.000975,1,银泰黄金,2023-09-21,000975
sz.000976,1,华铁股份,2023-09-21,000976
sz.000977,1,浪潮信息,2023-09-21,000977
sz.000978,1,桂林旅游,2023-09-21,000978
sz.000980,1,众泰汽车,2023-09-21,000980
sz.000981,1,山子股份,2023-09-21,000981
sz.000982,1,中银绒业,2023-09-21,000982
sz.000983,1,山西焦煤,2023-09-21,000983
sz.000985,1,大庆华科,2023-09-21,000985
sz.000987,1,越秀资本,2023-09-21,000987
sz.000988,1,华工科技,2023-09-21,000988
sz.000989,1,九芝堂,2023-09-21,000989
sz.000990,1,诚志股份,2023-09-21,000990
sz.000993,1,闽东电力,2023-09-21,000993
sz.000995,1,*ST皇台,2023-09-21,000995
sz.000996,1,中国中期,2023-09-21,000996
sz.000997,1,新大陆,2023-09-21,000997
sz.000998,1,隆平高科,2023-09-21,000998
sz.000999,1,华润三九,2023-09-21,000999
sz.001201,1,东瑞股份,2023-09-21,001201
sz.001202,1,炬申股份,2023-09-21,001202
sz.001203,1,大中矿业,2023-09-21,001203
sz.001205,1,盛航股份,2023-09-21,001205
sz.001206,1,依依股份,2023-09-21,001206
sz.001207,1,联科科技,2023-09-21,001207
sz.001208,1,华菱线缆,2023-09-21,001208
sz.001209,1,洪兴股份,2023-09-21,001209
sz.001210,1,金房节能,2023-09-21,001210
sz.001211,1,双枪科技,2023-09-21,001211
sz.001212,1,中旗新材,2023-09-21,001212
sz.001213,1,中铁特货,2023-09-21,001213
sz.001215,1,千味央厨,2023-09-21,001215
sz.001216,1,华瓷股份,2023-09-21,001216
sz.001217,1,华尔泰,2023-09-21,001217
sz.001218,1,丽臣实业,2023-09-21,001218
sz.001219,1,青岛食品,2023-09-21,001219
sz.001222,1,源飞宠物,2023-09-21,001222
sz.001223,1,欧克科技,2023-09-21,001223
sz.001225,1,和泰机电,2023-09-21,001225
sz.001226,1,拓山重工,2023-09-21,001226
sz.001227,1,兰州银行,2023-09-21,001227
sz.001228,1,永泰运,2023-09-21,001228
sz.001229,1,魅视科技,2023-09-21,001229
sz.001230,1,劲旅环境,2023-09-21,001230
sz.001231,1,农心科技,2023-09-21,001231
sz.001234,1,泰慕士,2023-09-21,001234
sz.001236,1,弘业期货,2023-09-21,001236
sz.001238,1,浙江正特,2023-09-21,001238
sz.001255,1,博菲电气,2023-09-21,001255
sz.001256,1,炜冈科技,2023-09-21,001256
sz.001258,1,立新能源,2023-09-21,001258
sz.001259,1,利仁科技,2023-09-21,001259
sz.001260,1,坤泰股份,2023-09-21,001260
sz.001266,1,宏英智能,2023-09-21,001266
sz.001267,1,汇绿生态,2023-09-21,001267
sz.001268,1,联合精密,2023-09-21,001268
sz.001269,1,欧晶科技,2023-09-21,001269
sz.001270,1,铖昌科技,2023-09-21,001270
sz.001278,1,,2023-09-21,001278
sz.001282,1,,2023-09-21,001282
sz.001283,1,豪鹏科技,2023-09-21,001283
sz.001286,1,,2023-09-21,001286
sz.001287,1,,2023-09-21,001287
sz.001288,1,运机集团,2023-09-21,001288
sz.001289,1,龙源电力,2023-09-21,001289
sz.001296,1,长江材料,2023-09-21,001296
sz.001298,1,好上好,2023-09-21,001298
sz.001299,1,美能能源,2023-09-21,001299
sz.001300,1,三柏硕,2023-09-21,001300
sz.001301,1,尚太科技,2023-09-21,001301
sz.001308,1,康冠科技,2023-09-21,001308
sz.001309,1,德明利,2023-09-21,001309
sz.001311,1,多利科技,2023-09-21,001311
sz.001313,1,粤海饲料,2023-09-21,001313
sz.001314,1,亿道信息,2023-09-21,001314
sz.001316,1,润贝航科,2023-09-21,001316
sz.001317,1,三羊马,2023-09-21,001317
sz.001318,1,阳光乳业,2023-09-21,001318
sz.001319,1,铭科精技,2023-09-21,001319
sz.001322,1,箭牌家居,2023-09-21,001322
sz.001323,1,慕思股份,2023-09-21,001323
sz.001324,1,,2023-09-21,001324
sz.001328,1,,2023-09-21,001328
sz.001330,1,博纳影业,2023-09-21,001330
sz.001331,1,胜通能源,2023-09-21,001331
sz.001332,1,锡装股份,2023-09-21,001332
sz.001333,1,光华股份,2023-09-21,001333
sz.001336,1,楚环科技,2023-09-21,001336
sz.001337,1,四川黄金,2023-09-21,001337
sz.001338,1,永顺泰,2023-09-21,001338
sz.001339,1,智微智能,2023-09-21,001339
sz.001360,1,,2023-09-21,001360
sz.001366,1,,2023-09-21,001366
sz.001367,1,,2023-09-21,001367
sz.001368,1,,2023-09-21,001368
sz.001373,1,,2023-09-21,001373
sz.001380,1,,2023-09-21,001380
sz.001696,1,宗申动力,2023-09-21,001696
sz.001872,1,招商港口,2023-09-21,001872
sz.001896,1,豫能控股,2023-09-21,001896
sz.001914,1,招商积余,2023-09-21,001914
sz.001965,1,招商公路,2023-09-21,001965
sz.001979,1,招商蛇口,2023-09-21,001979
sz.002001,1,新和成,2023-09-21,002001
sz.002002,1,鸿达兴业,2023-09-21,002002
sz.002003,1,伟星股份,2023-09-21,002003
sz.002004,1,华邦健康,2023-09-21,002004
sz.002005,1,ST德豪,2023-09-21,002005
sz.002006,1,精功科技,2023-09-21,002006
sz.002007,1,华兰生物,2023-09-21,002007
sz.002008,1,大族激光,2023-09-21,002008
sz.002009,1,天奇股份,2023-09-21,002009
sz.002010,1,传化智联,2023-09-21,002010
sz.002011,1,盾安环境,2023-09-21,002011
sz.002012,1,凯恩股份,2023-09-21,002012
sz.002014,1,永新股份,2023-09-21,002014
sz.002015,1,协鑫能科,2023-09-21,002015
sz.002016,1,世荣兆业,2023-09-21,002016
sz.002017,1,东信和平,2023-09-21,002017
sz.002019,1,亿帆医药,2023-09-21,002019
sz.002020,1,京新药业,2023-09-21,002020
sz.002021,1,ST中捷,2023-09-21,002021
sz.002022,1,*ST科华,2023-09-21,002022
sz.002023,1,海特高新,2023-09-21,002023
sz.002024,1,ST易购,2023-09-21,002024
sz.002025,1,航天电器,2023-09-21,002025
sz.002026,1,山东威达,2023-09-21,002026
sz.002027,1,分众传媒,2023-09-21,002027
sz.002028,1,思源电气,2023-09-21,002028
sz.002029,1,七匹狼,2023-09-21,002029
sz.002030,1,达安基因,2023-09-21,002030
sz.002031,1,巨轮智能,2023-09-21,002031
sz.002032,1,苏泊尔,2023-09-21,002032
sz.002033,1,丽江股份,2023-09-21,002033
sz.002034,1,旺能环境,2023-09-21,002034
sz.002035,1,华帝股份,2023-09-21,002035
sz.002036,1,联创电子,2023-09-21,002036
sz.002037,1,保利联合,2023-09-21,002037
sz.002038,1,双鹭药业,2023-09-21,002038
sz.002039,1,黔源电力,2023-09-21,002039
sz.002040,1,南京港,2023-09-21,002040
sz.002041,1,登海种业,2023-09-21,002041
sz.002042,1,华孚时尚,2023-09-21,002042
sz.002043,1,兔宝宝,2023-09-21,002043
sz.002044,1,美年健康,2023-09-21,002044
sz.002045,1,国光电器,2023-09-21,002045
sz.002046,1,国机精工,2023-09-21,002046
sz.002047,1,宝鹰股份,2023-09-21,002047
sz.002048,1,宁波华翔,2023-09-21,002048
sz.002049,1,紫光国微,2023-09-21,002049
sz.002050,1,三花智控,2023-09-21,002050
sz.002051,1,中工国际,2023-09-21,002051
sz.002052,1,*ST同洲,2023-09-21,002052
sz.002053,1,云南能投,2023-09-21,002053
sz.002054,1,德美化工,2023-09-21,002054
sz.002055,1,得润电子,2023-09-21,002055
sz.002056,1,横店东磁,2023-09-21,002056
sz.002057,1,中钢天源,2023-09-21,002057
sz.002058,1,威尔泰,2023-09-21,002058
sz.002059,1,云南旅游,2023-09-21,002059
sz.002060,1,粤水电,2023-09-21,002060
sz.002061,1,浙江交科,2023-09-21,002061
sz.002062,1,宏润建设,2023-09-21,002062
sz.002063,1,远光软件,2023-09-21,002063
sz.002064,1,华峰化学,2023-09-21,002064
sz.002065,1,东华软件,2023-09-21,002065
sz.002066,1,瑞泰科技,2023-09-21,002066
sz.002067,1,景兴纸业,2023-09-21,002067
sz.002068,1,黑猫股份,2023-09-21,002068
sz.002069,1,ST獐子岛,2023-09-21,002069
sz.002072,1,凯瑞德,2023-09-21,002072
sz.002073,1,软控股份,2023-09-21,002073
sz.002074,1,国轩高科,2023-09-21,002074
sz.002075,1,沙钢股份,2023-09-21,002075
sz.002076,1,*ST雪莱,2023-09-21,002076
sz.002077,1,大港股份,2023-09-21,002077
sz.002078,1,太阳纸业,2023-09-21,002078
sz.002079,1,苏州固锝,2023-09-21,002079
sz.002080,1,中材科技,2023-09-21,002080
sz.002081,1,金螳螂,2023-09-21,002081
sz.002082,1,万邦德,2023-09-21,002082
sz.002083,1,孚日股份,2023-09-21,002083
sz.002084,1,海鸥住工,2023-09-21,002084
sz.002085,1,万丰奥威,2023-09-21,002085
sz.002086,1,ST东洋,2023-09-21,002086
sz.002087,1,新野纺织,2023-09-21,002087
sz.002088,1,鲁阳节能,2023-09-21,002088
sz.002089,1,*ST新海,2023-09-21,002089
sz.002090,1,金智科技,2023-09-21,002090
sz.002091,1,江苏国泰,2023-09-21,002091
sz.002092,1,中泰化学,2023-09-21,002092
sz.002093,1,国脉科技,2023-09-21,002093
sz.002094,1,青岛金王,2023-09-21,002094
sz.002095,1,生意宝,2023-09-21,002095
sz.002096,1,南岭民爆,2023-09-21,002096
sz.002097,1,山河智能,2023-09-21,002097
sz.002098,1,浔兴股份,2023-09-21,002098
sz.002099,1,海翔药业,2023-09-21,002099
sz.002100,1,天康生物,2023-09-21,002100
sz.002101,1,广东鸿图,2023-09-21,002101
sz.002102,1,ST冠福,2023-09-21,002102
sz.002103,1,广博股份,2023-09-21,002103
sz.002104,1,恒宝股份,2023-09-21,002104
sz.002105,1,信隆健康,2023-09-21,002105
sz.002106,1,莱宝高科,2023-09-21,002106
sz.002107,1,沃华医药,2023-09-21,002107
sz.002108,1,沧州明珠,2023-09-21,002108
sz.002109,1,兴化股份,2023-09-21,002109
sz.002110,1,三钢闽光,2023-09-21,002110
sz.002111,1,威海广泰,2023-09-21,002111
sz.002112,1,三变科技,2023-09-21,002112
sz.002114,1,罗平锌电,2023-09-21,002114
sz.002115,1,三维通信,2023-09-21,002115
sz.002116,1,中国海诚,2023-09-21,002116
sz.002117,1,东港股份,2023-09-21,002117
sz.002119,1,康强电子,2023-09-21,002119
sz.002120,1,韵达股份,2023-09-21,002120
sz.002121,1,科陆电子,2023-09-21,002121
sz.002122,1,天马股份,2023-09-21,002122
sz.002123,1,梦网科技,2023-09-21,002123
sz.002124,1,天邦食品,2023-09-21,002124
sz.002125,1,湘潭电化,2023-09-21,002125
sz.002126,1,银轮股份,2023-09-21,002126
sz.002127,1,南极电商,2023-09-21,002127
sz.002128,1,电投能源,2023-09-21,002128
sz.002129,1,TCL中环,2023-09-21,002129
sz.002130,1,沃尔核材,2023-09-21,002130
sz.002131,1,利欧股份,2023-09-21,002131
sz.002132,1,恒星科技,2023-09-21,002132
sz.002133,1,广宇集团,2023-09-21,002133
sz.002134,1,天津普林,2023-09-21,002134
sz.002135,1,东南网架,2023-09-21,002135
sz.002136,1,安纳达,2023-09-21,002136
sz.002137,1,实益达,2023-09-21,002137
sz.002138,1,顺络电子,2023-09-21,002138
sz.002139,1,拓邦股份,2023-09-21,002139
sz.002140,1,东华科技,2023-09-21,002140
sz.002141,1,贤丰控股,2023-09-21,002141
sz.002142,1,宁波银行,2023-09-21,002142
sz.002144,1,宏达高科,2023-09-21,002144
sz.002145,1,中核钛白,2023-09-21,002145
sz.002146,1,荣盛发展,2023-09-21,002146
sz.002148,1,北纬科技,2023-09-21,002148
sz.002149,1,西部材料,2023-09-21,002149
sz.002150,1,通润装备,2023-09-21,002150
sz.002151,1,北斗星通,2023-09-21,002151
sz.002152,1,广电运通,2023-09-21,002152
sz.002153,1,石基信息,2023-09-21,002153
sz.002154,1,报喜鸟,2023-09-21,002154
sz.002155,1,湖南黄金,2023-09-21,002155
sz.002156,1,通富微电,2023-09-21,002156
sz.002157,1,正邦科技,2023-09-21,002157
sz.002158,1,汉钟精机,2023-09-21,002158
sz.002159,1,三特索道,2023-09-21,002159
sz.002160,1,常铝股份,2023-09-21,002160
sz.002161,1,远望谷,2023-09-21,002161
sz.002162,1,悦心健康,2023-09-21,002162
sz.002163,1,海南发展,2023-09-21,002163
sz.002164,1,宁波东力,2023-09-21,002164
sz.002165,1,红宝丽,2023-09-21,002165
sz.002166,1,莱茵生物,2023-09-21,002166
sz.002167,1,东方锆业,2023-09-21,002167
sz.002168,1,惠程科技,2023-09-21,002168
