code,tradeStatus,code_name,date,codenumber
sh.603063,1,禾望电气,2023-09-21,603063
sh.603065,1,,2023-09-21,603065
sh.603066,1,音飞储存,2023-09-21,603066
sh.603067,1,振华股份,2023-09-21,603067
sh.603068,1,博通集成,2023-09-21,603068
sh.603069,1,海汽集团,2023-09-21,603069
sh.603070,1,万控智造,2023-09-21,603070
sh.603071,1,物产环能,2023-09-21,603071
sh.603073,1,,2023-09-21,603073
sh.603075,1,,2023-09-21,603075
sh.603076,1,乐惠国际,2023-09-21,603076
sh.603077,1,和邦生物,2023-09-21,603077
sh.603078,1,江化微,2023-09-21,603078
sh.603079,1,圣达生物,2023-09-21,603079
sh.603080,1,新疆火炬,2023-09-21,603080
sh.603081,1,大丰实业,2023-09-21,603081
sh.603083,1,剑桥科技,2023-09-21,603083
sh.603085,1,天成自控,2023-09-21,603085
sh.603086,1,先达股份,2023-09-21,603086
sh.603087,1,甘李药业,2023-09-21,603087
sh.603088,1,宁波精达,2023-09-21,603088
sh.603089,1,正裕工业,2023-09-21,603089
sh.603090,1,宏盛股份,2023-09-21,603090
sh.603093,1,南华期货,2023-09-21,603093
sh.603095,1,越剑智能,2023-09-21,603095
sh.603096,1,新经典,2023-09-21,603096
sh.603097,1,江苏华辰,2023-09-21,603097
sh.603098,1,森特股份,2023-09-21,603098
sh.603099,1,长白山,2023-09-21,603099
sh.603100,1,川仪股份,2023-09-21,603100
sh.603101,1,汇嘉时代,2023-09-21,603101
sh.603102,1,百合股份,2023-09-21,603102
sh.603103,1,横店影视,2023-09-21,603103
sh.603105,1,芯能科技,2023-09-21,603105
sh.603106,1,恒银科技,2023-09-21,603106
sh.603108,1,润达医疗,2023-09-21,603108
sh.603109,1,神驰机电,2023-09-21,603109
sh.603110,1,东方材料,2023-09-21,603110
sh.603111,1,康尼机电,2023-09-21,603111
sh.603112,1,华翔股份,2023-09-21,603112
sh.603113,1,金能科技,2023-09-21,603113
sh.603115,1,海星股份,2023-09-21,603115
sh.603116,1,红蜻蜓,2023-09-21,603116
sh.603117,1,ST万林,2023-09-21,603117
sh.603118,1,共进股份,2023-09-21,603118
sh.603119,1,,2023-09-21,603119
sh.603121,1,华培动力,2023-09-21,603121
sh.603122,1,合富中国,2023-09-21,603122
sh.603123,1,翠微股份,2023-09-21,603123
sh.603125,1,,2023-09-21,603125
sh.603126,1,中材节能,2023-09-21,603126
sh.603127,1,昭衍新药,2023-09-21,603127
sh.603128,1,华贸物流,2023-09-21,603128
sh.603129,1,春风动力,2023-09-21,603129
sh.603130,1,云中马,2023-09-21,603130
sh.603131,1,上海沪工,2023-09-21,603131
sh.603132,1,金徽股份,2023-09-21,603132
sh.603133,1,碳元科技,2023-09-21,603133
sh.603135,1,,2023-09-21,603135
sh.603136,1,天目湖,2023-09-21,603136
sh.603137,1,,2023-09-21,603137
sh.603138,1,海量数据,2023-09-21,603138
sh.603139,1,康惠制药,2023-09-21,603139
sh.603150,1,万朗磁塑,2023-09-21,603150
sh.603151,1,邦基科技,2023-09-21,603151
sh.603153,1,,2023-09-21,603153
sh.603155,1,新亚强,2023-09-21,603155
sh.603156,1,养元饮品,2023-09-21,603156
sh.603158,1,腾龙股份,2023-09-21,603158
sh.603159,1,上海亚虹,2023-09-21,603159
sh.603160,1,汇顶科技,2023-09-21,603160
sh.603161,1,科华控股,2023-09-21,603161
sh.603162,1,,2023-09-21,603162
sh.603163,1,圣晖集成,2023-09-21,603163
sh.603165,1,荣晟环保,2023-09-21,603165
sh.603166,1,福达股份,2023-09-21,603166
sh.603167,1,渤海轮渡,2023-09-21,603167
sh.603168,1,莎普爱思,2023-09-21,603168
sh.603169,1,兰石重装,2023-09-21,603169
sh.603170,1,宝立食品,2023-09-21,603170
sh.603171,1,税友股份,2023-09-21,603171
sh.603172,1,,2023-09-21,603172
sh.603173,1,福斯达,2023-09-21,603173
sh.603176,1,汇通集团,2023-09-21,603176
sh.603177,1,德创环保,2023-09-21,603177
sh.603178,1,圣龙股份,2023-09-21,603178
sh.603179,1,新泉股份,2023-09-21,603179
sh.603180,1,金牌厨柜,2023-09-21,603180
sh.603181,1,皇马科技,2023-09-21,603181
sh.603182,1,嘉华股份,2023-09-21,603182
sh.603183,1,建研院,2023-09-21,603183
sh.603185,1,上机数控,2023-09-21,603185
sh.603186,1,华正新材,2023-09-21,603186
sh.603187,1,海容冷链,2023-09-21,603187
sh.603188,1,亚邦股份,2023-09-21,603188
sh.603189,1,网达软件,2023-09-21,603189
sh.603190,1,亚通精工,2023-09-21,603190
sh.603191,1,望变电气,2023-09-21,603191
sh.603192,1,汇得科技,2023-09-21,603192
sh.603195,1,公牛集团,2023-09-21,603195
sh.603196,1,日播时尚,2023-09-21,603196
sh.603197,1,保隆科技,2023-09-21,603197
sh.603198,1,迎驾贡酒,2023-09-21,603198
sh.603199,1,九华旅游,2023-09-21,603199
sh.603200,1,上海洗霸,2023-09-21,603200
sh.603201,1,常润股份,2023-09-21,603201
sh.603203,1,快克智能,2023-09-21,603203
sh.603206,1,嘉环科技,2023-09-21,603206
sh.603208,1,江山欧派,2023-09-21,603208
sh.603209,1,兴通股份,2023-09-21,603209
sh.603211,1,晋拓股份,2023-09-21,603211
sh.603212,1,赛伍技术,2023-09-21,603212
sh.603213,1,镇洋发展,2023-09-21,603213
sh.603214,1,爱婴室,2023-09-21,603214
sh.603215,1,比依股份,2023-09-21,603215
sh.603216,1,梦天家居,2023-09-21,603216
sh.603217,1,元利科技,2023-09-21,603217
sh.603218,1,日月股份,2023-09-21,603218
sh.603219,1,富佳股份,2023-09-21,603219
sh.603220,1,中贝通信,2023-09-21,603220
sh.603221,1,爱丽家居,2023-09-21,603221
sh.603222,1,济民医疗,2023-09-21,603222
sh.603223,1,恒通股份,2023-09-21,603223
sh.603225,1,新凤鸣,2023-09-21,603225
sh.603226,1,菲林格尔,2023-09-21,603226
sh.603227,1,雪峰科技,2023-09-21,603227
sh.603228,1,景旺电子,2023-09-21,603228
sh.603229,1,奥翔药业,2023-09-21,603229
sh.603230,1,内蒙新华,2023-09-21,603230
sh.603232,1,格尔软件,2023-09-21,603232
sh.603233,1,大参林,2023-09-21,603233
sh.603235,1,天新药业,2023-09-21,603235
sh.603236,1,移远通信,2023-09-21,603236
sh.603237,1,五芳斋,2023-09-21,603237
sh.603238,1,诺邦股份,2023-09-21,603238
sh.603239,1,浙江仙通,2023-09-21,603239
sh.603255,1,鼎际得,2023-09-21,603255
sh.603256,1,宏和科技,2023-09-21,603256
sh.603258,1,电魂网络,2023-09-21,603258
sh.603259,1,药明康德,2023-09-21,603259
sh.603260,1,合盛硅业,2023-09-21,603260
sh.603261,1,立航科技,2023-09-21,603261
sh.603266,1,天龙股份,2023-09-21,603266
sh.603267,1,鸿远电子,2023-09-21,603267
sh.603268,1,松发股份,2023-09-21,603268
sh.603269,1,海鸥股份,2023-09-21,603269
sh.603270,1,,2023-09-21,603270
sh.603272,1,联翔股份,2023-09-21,603272
sh.603275,1,,2023-09-21,603275
sh.603277,1,银都股份,2023-09-21,603277
sh.603278,1,大业股份,2023-09-21,603278
sh.603279,1,景津装备,2023-09-21,603279
sh.603280,1,南方路机,2023-09-21,603280
sh.603281,1,江瀚新材,2023-09-21,603281
sh.603282,1,,2023-09-21,603282
sh.603283,1,赛腾股份,2023-09-21,603283
sh.603286,1,日盈电子,2023-09-21,603286
sh.603288,1,海天味业,2023-09-21,603288
sh.603289,1,泰瑞机器,2023-09-21,603289
sh.603290,1,斯达半导,2023-09-21,603290
sh.603291,1,,2023-09-21,603291
sh.603296,1,,2023-09-21,603296
sh.603297,1,永新光学,2023-09-21,603297
sh.603298,1,杭叉集团,2023-09-21,603298
sh.603299,1,苏盐井神,2023-09-21,603299
sh.603300,1,华铁应急,2023-09-21,603300
sh.603301,1,振德医疗,2023-09-21,603301
sh.603303,1,得邦照明,2023-09-21,603303
sh.603305,1,旭升集团,2023-09-21,603305
sh.603306,1,华懋科技,2023-09-21,603306
sh.603307,1,扬州金泉,2023-09-21,603307
sh.603308,1,应流股份,2023-09-21,603308
sh.603309,1,维力医疗,2023-09-21,603309
sh.603311,1,金海高科,2023-09-21,603311
sh.603313,1,梦百合,2023-09-21,603313
sh.603315,1,福鞍股份,2023-09-21,603315
sh.603316,1,诚邦股份,2023-09-21,603316
sh.603317,1,天味食品,2023-09-21,603317
sh.603318,1,水发燃气,2023-09-21,603318
sh.603319,1,湘油泵,2023-09-21,603319
sh.603320,1,迪贝电气,2023-09-21,603320
sh.603321,1,梅轮电梯,2023-09-21,603321
sh.603322,1,超讯通信,2023-09-21,603322
sh.603323,1,苏农银行,2023-09-21,603323
sh.603324,1,盛剑环境,2023-09-21,603324
sh.603326,1,我乐家居,2023-09-21,603326
sh.603327,1,福蓉科技,2023-09-21,603327
sh.603328,1,依顿电子,2023-09-21,603328
sh.603329,0,上海雅仕,2023-09-21,603329
sh.603330,1,天洋新材,2023-09-21,603330
sh.603331,1,百达精工,2023-09-21,603331
sh.603332,1,苏州龙杰,2023-09-21,603332
sh.603333,1,尚纬股份,2023-09-21,603333
sh.603335,1,迪生力,2023-09-21,603335
sh.603336,1,宏辉果蔬,2023-09-21,603336
sh.603337,1,杰克股份,2023-09-21,603337
sh.603338,1,浙江鼎力,2023-09-21,603338
sh.603339,1,四方科技,2023-09-21,603339
sh.603345,1,安井食品,2023-09-21,603345
sh.603348,1,文灿股份,2023-09-21,603348
sh.603351,1,威尔药业,2023-09-21,603351
sh.603353,1,和顺石油,2023-09-21,603353
sh.603355,1,莱克电气,2023-09-21,603355
sh.603356,1,华菱精工,2023-09-21,603356
sh.603357,1,设计总院,2023-09-21,603357
sh.603358,1,华达科技,2023-09-21,603358
sh.603359,1,东珠生态,2023-09-21,603359
sh.603360,1,百傲化学,2023-09-21,603360
sh.603363,1,傲农生物,2023-09-21,603363
sh.603365,1,水星家纺,2023-09-21,603365
sh.603366,1,日出东方,2023-09-21,603366
sh.603367,1,辰欣药业,2023-09-21,603367
sh.603368,1,柳药集团,2023-09-21,603368
sh.603369,1,今世缘,2023-09-21,603369
sh.603377,1,东方时尚,2023-09-21,603377
sh.603378,1,亚士创能,2023-09-21,603378
sh.603379,1,三美股份,2023-09-21,603379
sh.603380,1,易德龙,2023-09-21,603380
sh.603383,1,顶点软件,2023-09-21,603383
sh.603385,1,惠达卫浴,2023-09-21,603385
sh.603386,1,骏亚科技,2023-09-21,603386
sh.603387,1,基蛋生物,2023-09-21,603387
sh.603388,1,元成股份,2023-09-21,603388
sh.603389,1,亚振家居,2023-09-21,603389
sh.603390,1,通达电气,2023-09-21,603390
sh.603392,1,万泰生物,2023-09-21,603392
sh.603393,1,新天然气,2023-09-21,603393
sh.603396,1,金辰股份,2023-09-21,603396
sh.603398,1,沐邦高科,2023-09-21,603398
sh.603399,1,吉翔股份,2023-09-21,603399
sh.603408,1,建霖家居,2023-09-21,603408
sh.603416,1,信捷电气,2023-09-21,603416
sh.603421,1,鼎信通讯,2023-09-21,603421
sh.603429,1,集友股份,2023-09-21,603429
sh.603439,1,贵州三力,2023-09-21,603439
sh.603444,1,吉比特,2023-09-21,603444
sh.603456,1,九洲药业,2023-09-21,603456
sh.603458,1,勘设股份,2023-09-21,603458
sh.603466,1,风语筑,2023-09-21,603466
sh.603477,1,巨星农牧,2023-09-21,603477
sh.603486,1,科沃斯,2023-09-21,603486
sh.603488,1,展鹏科技,2023-09-21,603488
sh.603489,1,八方股份,2023-09-21,603489
sh.603496,1,恒为科技,2023-09-21,603496
sh.603499,1,翔港科技,2023-09-21,603499
sh.603500,1,祥和实业,2023-09-21,603500
sh.603501,1,韦尔股份,2023-09-21,603501
sh.603505,1,金石资源,2023-09-21,603505
sh.603506,1,南都物业,2023-09-21,603506
sh.603507,1,振江股份,2023-09-21,603507
sh.603508,1,思维列控,2023-09-21,603508
sh.603511,1,爱慕股份,2023-09-21,603511
sh.603515,1,欧普照明,2023-09-21,603515
sh.603516,1,淳中科技,2023-09-21,603516
sh.603517,1,绝味食品,2023-09-21,603517
sh.603518,1,锦泓集团,2023-09-21,603518
sh.603519,1,立霸股份,2023-09-21,603519
sh.603520,1,司太立,2023-09-21,603520
sh.603527,1,众源新材,2023-09-21,603527
sh.603528,1,多伦科技,2023-09-21,603528
sh.603529,1,爱玛科技,2023-09-21,603529
sh.603530,1,神马电力,2023-09-21,603530
sh.603533,1,掌阅科技,2023-09-21,603533
sh.603535,1,嘉诚国际,2023-09-21,603535
sh.603536,1,惠发食品,2023-09-21,603536
sh.603538,1,美诺华,2023-09-21,603538
sh.603551,1,奥普家居,2023-09-21,603551
sh.603555,1,贵人鸟,2023-09-21,603555
sh.603556,1,海兴电力,2023-09-21,603556
sh.603557,1,ST起步,2023-09-21,603557
sh.603558,1,健盛集团,2023-09-21,603558
sh.603559,1,中通国脉,2023-09-21,603559
sh.603565,1,中谷物流,2023-09-21,603565
sh.603566,1,普莱柯,2023-09-21,603566
sh.603567,1,珍宝岛,2023-09-21,603567
sh.603568,1,伟明环保,2023-09-21,603568
sh.603569,1,长久物流,2023-09-21,603569
sh.603577,1,汇金通,2023-09-21,603577
sh.603578,1,三星新材,2023-09-21,603578
sh.603579,1,荣泰健康,2023-09-21,603579
sh.603580,1,艾艾精工,2023-09-21,603580
sh.603583,1,捷昌驱动,2023-09-21,603583
sh.603585,1,苏利股份,2023-09-21,603585
sh.603586,1,金麒麟,2023-09-21,603586
sh.603587,1,地素时尚,2023-09-21,603587
sh.603588,1,高能环境,2023-09-21,603588
sh.603589,1,口子窖,2023-09-21,603589
sh.603590,1,康辰药业,2023-09-21,603590
sh.603595,1,东尼电子,2023-09-21,603595
sh.603596,1,伯特利,2023-09-21,603596
sh.603598,1,引力传媒,2023-09-21,603598
sh.603599,1,广信股份,2023-09-21,603599
sh.603600,1,永艺股份,2023-09-21,603600
sh.603601,1,再升科技,2023-09-21,603601
sh.603602,1,纵横通信,2023-09-21,603602
sh.603603,1,*ST博天,2023-09-21,603603
sh.603605,1,珀莱雅,2023-09-21,603605
sh.603606,1,东方电缆,2023-09-21,603606
sh.603607,1,京华激光,2023-09-21,603607
sh.603608,1,天创时尚,2023-09-21,603608
sh.603609,1,禾丰股份,2023-09-21,603609
sh.603610,1,麒盛科技,2023-09-21,603610
sh.603611,1,诺力股份,2023-09-21,603611
sh.603612,1,索通发展,2023-09-21,603612
sh.603613,1,国联股份,2023-09-21,603613
sh.603615,1,茶花股份,2023-09-21,603615
sh.603616,1,韩建河山,2023-09-21,603616
sh.603617,1,君禾股份,2023-09-21,603617
sh.603618,1,杭电股份,2023-09-21,603618
sh.603619,1,中曼石油,2023-09-21,603619
sh.603626,1,科森科技,2023-09-21,603626
sh.603628,1,清源股份,2023-09-21,603628
sh.603629,1,利通电子,2023-09-21,603629
sh.603630,1,拉芳家化,2023-09-21,603630
sh.603633,1,徕木股份,2023-09-21,603633
sh.603636,1,南威软件,2023-09-21,603636
sh.603637,1,镇海股份,2023-09-21,603637
sh.603638,1,艾迪精密,2023-09-21,603638
sh.603639,1,海利尔,2023-09-21,603639
sh.603648,1,畅联股份,2023-09-21,603648
sh.603650,1,彤程新材,2023-09-21,603650
sh.603655,1,朗博科技,2023-09-21,603655
sh.603656,1,泰禾智能,2023-09-21,603656
sh.603657,1,春光科技,2023-09-21,603657
sh.603658,1,安图生物,2023-09-21,603658
sh.603659,1,璞泰来,2023-09-21,603659
sh.603660,1,苏州科达,2023-09-21,603660
sh.603661,1,恒林股份,2023-09-21,603661
sh.603662,1,柯力传感,2023-09-21,603662
sh.603663,1,三祥新材,2023-09-21,603663
sh.603665,1,康隆达,2023-09-21,603665
sh.603666,1,亿嘉和,2023-09-21,603666
sh.603667,1,五洲新春,2023-09-21,603667
sh.603668,1,天马科技,2023-09-21,603668
sh.603669,1,灵康药业,2023-09-21,603669
sh.603676,1,卫信康,2023-09-21,603676
sh.603677,1,奇精机械,2023-09-21,603677
sh.603678,1,火炬电子,2023-09-21,603678
sh.603679,1,华体科技,2023-09-21,603679
sh.603680,1,今创集团,2023-09-21,603680
sh.603681,1,永冠新材,2023-09-21,603681
sh.603682,1,锦和商管,2023-09-21,603682
sh.603683,1,晶华新材,2023-09-21,603683
sh.603685,1,晨丰科技,2023-09-21,603685
sh.603686,1,福龙马,2023-09-21,603686
sh.603687,1,大胜达,2023-09-21,603687
sh.603688,1,石英股份,2023-09-21,603688
sh.603689,1,皖天然气,2023-09-21,603689
sh.603690,1,至纯科技,2023-09-21,603690
sh.603693,1,江苏新能,2023-09-21,603693
sh.603696,1,安记食品,2023-09-21,603696
sh.603697,1,有友食品,2023-09-21,603697
sh.603698,1,航天工程,2023-09-21,603698
sh.603699,1,纽威股份,2023-09-21,603699
sh.603700,1,宁水集团,2023-09-21,603700
sh.603701,1,德宏股份,2023-09-21,603701
sh.603703,1,盛洋科技,2023-09-21,603703
sh.603706,1,东方环宇,2023-09-21,603706
sh.603707,1,健友股份,2023-09-21,603707
sh.603708,1,家家悦,2023-09-21,603708
sh.603709,1,中源家居,2023-09-21,603709
sh.603711,1,香飘飘,2023-09-21,603711
sh.603712,1,七一二,2023-09-21,603712
sh.603713,1,密尔克卫,2023-09-21,603713
sh.603716,1,塞力医疗,2023-09-21,603716
sh.603717,1,天域生态,2023-09-21,603717
sh.603718,1,海利生物,2023-09-21,603718
sh.603719,1,良品铺子,2023-09-21,603719
sh.603721,1,中广天择,2023-09-21,603721
sh.603722,1,阿科力,2023-09-21,603722
sh.603725,1,天安新材,2023-09-21,603725
sh.603726,1,朗迪集团,2023-09-21,603726
sh.603727,1,博迈科,2023-09-21,603727
sh.603728,1,鸣志电器,2023-09-21,603728
sh.603729,1,龙韵股份,2023-09-21,603729
sh.603730,1,岱美股份,2023-09-21,603730
sh.603733,1,仙鹤股份,2023-09-21,603733
sh.603737,1,三棵树,2023-09-21,603737
sh.603738,1,泰晶科技,2023-09-21,603738
sh.603739,1,蔚蓝生物,2023-09-21,603739
sh.603755,1,日辰股份,2023-09-21,603755
sh.603757,1,大元泵业,2023-09-21,603757
sh.603758,1,秦安股份,2023-09-21,603758
sh.603759,1,海天股份,2023-09-21,603759
sh.603766,1,隆鑫通用,2023-09-21,603766
sh.603767,1,中马传动,2023-09-21,603767
sh.603768,1,常青股份,2023-09-21,603768
sh.603773,1,沃格光电,2023-09-21,603773
sh.603776,1,永安行,2023-09-21,603776
sh.603777,1,来伊份,2023-09-21,603777
sh.603778,1,乾景园林,2023-09-21,603778
sh.603779,1,威龙股份,2023-09-21,603779
sh.603786,1,科博达,2023-09-21,603786
sh.603787,1,新日股份,2023-09-21,603787
sh.603788,1,宁波高发,2023-09-21,603788
sh.603789,1,星光农机,2023-09-21,603789
sh.603790,1,雅运股份,2023-09-21,603790
sh.603797,1,联泰环保,2023-09-21,603797
sh.603798,1,康普顿,2023-09-21,603798
sh.603799,1,华友钴业,2023-09-21,603799
sh.603800,1,道森股份,2023-09-21,603800
sh.603801,1,志邦家居,2023-09-21,603801
sh.603803,1,瑞斯康达,2023-09-21,603803
sh.603806,1,福斯特,2023-09-21,603806
sh.603808,1,歌力思,2023-09-21,603808
sh.603809,1,豪能股份,2023-09-21,603809
sh.603810,1,丰山集团,2023-09-21,603810
sh.603811,1,诚意药业,2023-09-21,603811
sh.603813,1,原尚股份,2023-09-21,603813
sh.603815,1,交建股份,2023-09-21,603815
sh.603816,1,顾家家居,2023-09-21,603816
sh.603817,1,海峡环保,2023-09-21,603817
sh.603818,1,曲美家居,2023-09-21,603818
sh.603819,1,神力股份,2023-09-21,603819
sh.603822,1,嘉澳环保,2023-09-21,603822
sh.603823,1,百合花,2023-09-21,603823
sh.603825,1,华扬联众,2023-09-21,603825
sh.603826,1,坤彩科技,2023-09-21,603826
sh.603828,1,柯利达,2023-09-21,603828
sh.603829,1,洛凯股份,2023-09-21,603829
sh.603833,1,欧派家居,2023-09-21,603833
sh.603836,1,海程邦达,2023-09-21,603836
sh.603838,1,四通股份,2023-09-21,603838
sh.603839,1,安正时尚,2023-09-21,603839
sh.603843,1,正平股份,2023-09-21,603843
sh.603848,1,好太太,2023-09-21,603848
sh.603855,1,华荣股份,2023-09-21,603855
sh.603856,1,东宏股份,2023-09-21,603856
sh.603858,1,步长制药,2023-09-21,603858
sh.603859,1,能科科技,2023-09-21,603859
sh.603860,1,中公高科,2023-09-21,603860
sh.603861,1,白云电器,2023-09-21,603861
sh.603863,1,松炀资源,2023-09-21,603863
sh.603866,1,桃李面包,2023-09-21,603866
sh.603867,1,新化股份,2023-09-21,603867
sh.603868,1,飞科电器,2023-09-21,603868
sh.603869,1,新智认知,2023-09-21,603869
sh.603871,1,嘉友国际,2023-09-21,603871
sh.603876,1,鼎胜新材,2023-09-21,603876
sh.603877,1,太平鸟,2023-09-21,603877
sh.603878,1,武进不锈,2023-09-21,603878
sh.603879,1,永悦科技,2023-09-21,603879
sh.603880,1,南卫股份,2023-09-21,603880
sh.603881,1,数据港,2023-09-21,603881
sh.603882,1,金域医学,2023-09-21,603882
sh.603883,1,老百姓,2023-09-21,603883
sh.603885,1,吉祥航空,2023-09-21,603885
sh.603886,1,元祖股份,2023-09-21,603886
sh.603887,1,城地香江,2023-09-21,603887
sh.603888,1,新华网,2023-09-21,603888
sh.603889,1,新澳股份,2023-09-21,603889
sh.603890,1,春秋电子,2023-09-21,603890
sh.603893,1,瑞芯微,2023-09-21,603893
sh.603895,1,天永智能,2023-09-21,603895
sh.603896,1,寿仙谷,2023-09-21,603896
sh.603897,1,长城科技,2023-09-21,603897
sh.603898,1,好莱客,2023-09-21,603898
sh.603899,1,晨光股份,2023-09-21,603899
sh.603900,1,莱绅通灵,2023-09-21,603900
sh.603901,1,永创智能,2023-09-21,603901
sh.603903,1,中持股份,2023-09-21,603903
sh.603906,1,龙蟠科技,2023-09-21,603906
sh.603908,1,牧高笛,2023-09-21,603908
sh.603909,1,建发合诚,2023-09-21,603909
sh.603912,1,佳力图,2023-09-21,603912
sh.603915,1,国茂股份,2023-09-21,603915
sh.603916,1,苏博特,2023-09-21,603916
sh.603917,1,合力科技,2023-09-21,603917
sh.603918,1,金桥信息,2023-09-21,603918
sh.603919,1,金徽酒,2023-09-21,603919
sh.603920,1,世运电路,2023-09-21,603920
sh.603922,1,金鸿顺,2023-09-21,603922
sh.603926,1,铁流股份,2023-09-21,603926
sh.603927,1,中科软,2023-09-21,603927
sh.603928,1,兴业股份,2023-09-21,603928
sh.603929,1,亚翔集成,2023-09-21,603929
sh.603931,1,格林达,2023-09-21,603931
sh.603933,1,睿能科技,2023-09-21,603933
sh.603936,1,博敏电子,2023-09-21,603936
sh.603937,1,丽岛新材,2023-09-21,603937
sh.603938,1,三孚股份,2023-09-21,603938
sh.603939,1,益丰药房,2023-09-21,603939
sh.603948,1,建业股份,2023-09-21,603948
sh.603949,1,雪龙集团,2023-09-21,603949
sh.603950,1,长源东谷,2023-09-21,603950
sh.603955,1,大千生态,2023-09-21,603955
sh.603956,1,威派格,2023-09-21,603956
sh.603958,1,哈森股份,2023-09-21,603958
sh.603959,1,百利科技,2023-09-21,603959
sh.603960,1,克来机电,2023-09-21,603960
sh.603963,1,大理药业,2023-09-21,603963
sh.603966,1,法兰泰克,2023-09-21,603966
sh.603967,1,中创物流,2023-09-21,603967
sh.603968,1,醋化股份,2023-09-21,603968
sh.603969,1,银龙股份,2023-09-21,603969
sh.603970,1,中农立华,2023-09-21,603970
sh.603976,1,正川股份,2023-09-21,603976
sh.603977,1,国泰集团,2023-09-21,603977
sh.603978,1,深圳新星,2023-09-21,603978
sh.603979,1,金诚信,2023-09-21,603979
sh.603980,1,吉华集团,2023-09-21,603980
sh.603982,1,泉峰汽车,2023-09-21,603982
sh.603983,1,丸美股份,2023-09-21,603983
sh.603985,1,恒润股份,2023-09-21,603985
sh.603986,1,兆易创新,2023-09-21,603986
sh.603987,1,康德莱,2023-09-21,603987
sh.603988,1,中电电机,2023-09-21,603988
sh.603989,1,艾华集团,2023-09-21,603989
sh.603990,1,麦迪科技,2023-09-21,603990
sh.603991,1,至正股份,2023-09-21,603991
sh.603992,1,松霖科技,2023-09-21,603992
sh.603993,1,洛阳钼业,2023-09-21,603993
sh.603995,1,甬金股份,2023-09-21,603995
sh.603997,1,继峰股份,2023-09-21,603997
sh.603998,1,方盛制药,2023-09-21,603998
sh.603999,1,读者传媒,2023-09-21,603999
sh.605001,1,威奥股份,2023-09-21,605001
sh.605003,1,众望布艺,2023-09-21,605003
sh.605005,1,合兴股份,2023-09-21,605005
sh.605006,1,山东玻纤,2023-09-21,605006
sh.605007,1,五洲特纸,2023-09-21,605007
sh.605008,1,长鸿高科,2023-09-21,605008
sh.605009,1,豪悦护理,2023-09-21,605009
sh.605011,1,杭州热电,2023-09-21,605011
sh.605016,1,百龙创园,2023-09-21,605016
sh.605018,1,长华集团,2023-09-21,605018
sh.605020,1,永和股份,2023-09-21,605020
sh.605028,1,世茂能源,2023-09-21,605028
sh.605033,1,美邦股份,2023-09-21,605033
sh.605050,1,福然德,2023-09-21,605050
sh.605055,1,迎丰股份,2023-09-21,605055
sh.605056,1,咸亨国际,2023-09-21,605056
sh.605058,1,澳弘电子,2023-09-21,605058
sh.605060,1,联德股份,2023-09-21,605060
sh.605066,1,天正电气,2023-09-21,605066
sh.605068,1,明新旭腾,2023-09-21,605068
sh.605069,1,正和生态,2023-09-21,605069
sh.605077,1,华康股份,2023-09-21,605077
sh.605080,1,浙江自然,2023-09-21,605080
sh.605081,1,太和水,2023-09-21,605081
sh.605086,1,龙高股份,2023-09-21,605086
sh.605088,1,冠盛股份,2023-09-21,605088
sh.605089,1,味知香,2023-09-21,605089
sh.605090,1,九丰能源,2023-09-21,605090
sh.605098,1,行动教育,2023-09-21,605098
sh.605099,1,共创草坪,2023-09-21,605099
sh.605100,1,华丰股份,2023-09-21,605100
sh.605108,1,同庆楼,2023-09-21,605108
sh.605111,1,新洁能,2023-09-21,605111
sh.605116,1,奥锐特,2023-09-21,605116
sh.605117,1,德业股份,2023-09-21,605117
sh.605118,1,力鼎光电,2023-09-21,605118
sh.605122,1,四方新材,2023-09-21,605122
sh.605123,1,派克新材,2023-09-21,605123
sh.605128,1,上海沿浦,2023-09-21,605128
sh.605133,1,嵘泰股份,2023-09-21,605133
sh.605136,1,丽人丽妆,2023-09-21,605136
sh.605138,1,盛泰集团,2023-09-21,605138
sh.605151,1,西上海,2023-09-21,605151
sh.605155,1,西大门,2023-09-21,605155
sh.605158,1,华达新材,2023-09-21,605158
sh.605162,1,新中港,2023-09-21,605162
sh.605166,1,聚合顺,2023-09-21,605166
sh.605167,1,利柏特,2023-09-21,605167
sh.605168,1,三人行,2023-09-21,605168
sh.605169,1,洪通燃气,2023-09-21,605169
sh.605177,1,东亚药业,2023-09-21,605177
sh.605178,1,时空科技,2023-09-21,605178
sh.605179,1,一鸣食品,2023-09-21,605179
sh.605180,1,华生科技,2023-09-21,605180
sh.605183,1,确成股份,2023-09-21,605183
sh.605186,1,健麾信息,2023-09-21,605186
sh.605188,1,国光连锁,2023-09-21,605188
sh.605189,1,富春染织,2023-09-21,605189
sh.605196,1,华通线缆,2023-09-21,605196
sh.605198,1,安德利,2023-09-21,605198
sh.605199,1,葫芦娃,2023-09-21,605199
sh.605208,1,永茂泰,2023-09-21,605208
sh.605218,1,伟时电子,2023-09-21,605218
sh.605222,1,起帆电缆,2023-09-21,605222
sh.605228,1,神通科技,2023-09-21,605228
sh.605255,1,天普股份,2023-09-21,605255
sh.605258,1,协和电子,2023-09-21,605258
sh.605259,1,绿田机械,2023-09-21,605259
sh.605266,1,健之佳,2023-09-21,605266
sh.605268,1,王力安防,2023-09-21,605268
sh.605277,1,新亚电子,2023-09-21,605277
sh.605286,1,同力日升,2023-09-21,605286
